x,t,u,k
0.6226226226226226,0.6,0.5245636233219091,0.019760101752806254
0.6686686686686687,0.6,0.3192875850111485,0.01040818728034069
0.6916916916916916,0.6,0.22121772977115725,0.0042263603684176265
0.5805805805805806,0.6,0.7155887681650077,0.007894465421345299
0.25125125125125125,0.6,0.051621245261879486,0.00035874699779601894
0.48648648648648646,0.6,0.9786951462163542,0.00020448746797601322
0.41541541541541543,0.6,0.6973389323717865,0.009178641316694642
0.8778778778778779,0.6,0.0008796716840574135,0.00013714866860750792
0.29929929929929927,0.6,0.18502148106541125,0.0027497305518964436
0.3053053053053053,0.6,0.20895712198355892,0.0036752205213429574
0.01901901901901902,0.6,7.5407680967485994e-06,0.0001347792650793786
0.9159159159159159,0.6,0.0001959431316244467,0.0001352879740040098
0.7127127127127127,0.6,0.14040064706407357,0.001506062126096939
0.6866866866866866,0.6,0.2420002484609166,0.005282792485126745
0.7497497497497497,0.6,0.05019289333078464,0.0003496591729026291
0.7107107107107107,0.6,0.1474618235351985,0.001665406031143538
0.6266266266266266,0.6,0.5064906523588777,0.019983155670054
0.8668668668668669,0.6,0.0013198376586675026,0.00013835868312506456
0.32232232232232233,0.6,0.2802562469967576,0.007613979258842665
0.6476476476476476,0.6,0.41216641902064943,0.017140387392909164
0.26326326326326327,0.6,0.07264678186979528,0.0005184647763502627
0.07607607607607608,0.6,0.00013966963981808613,0.00013513584816516648
0.7477477477477478,0.6,0.053093768748126755,0.0003683317261575559
0.0940940940940941,0.6,0.00029563952210814214,0.0001355578647007625
0.09309309309309309,0.6,0.00028388392070136635,0.00013552601562844628
0.8428428428428428,0.6,0.003067747789894145,0.0001432590151793707
0.45545545545545546,0.6,0.8771125364135537,0.0011635259083949804
0.25325325325325326,0.6,0.054612036309253736,0.00037844804143895706
0.13913913913913914,0.6,0.0016383262859350082,0.00013924018561417372
0.5365365365365365,0.6,0.9100739588633178,0.0006924766490983847
0.12412412412412413,0.6,0.000947883941271119,0.00013733555828880127
0.25425425425425424,0.6,0.05617762780301966,0.000389133157127359
0.4724724724724725,0.6,0.9429632593589136,0.0003951077725948099
0.7917917917917918,0.6,0.015379012218369594,0.00018242470573331205
0.43743743743743746,0.6,0.7974677495049931,0.0034075413981534347
0.5675675675675675,0.6,0.7748066313355395,0.00441654881951531
0.7617617617617618,0.6,0.03596920690253959,0.00026961526913261866
0.08408408408408408,0.6,0.0001959431316244463,0.0001352879740040098
0.44344344344344344,0.6,0.8244677632992651,0.002435484439350318
0.7327327327327328,0.6,0.08149496248932012,0.0006021810960657414
0.34934934934934936,0.6,0.39878790914737544,0.016294938316522966
0.4274274274274274,0.6,0.7520623347480988,0.005612654954914681
0.10510510510510511,0.8,0.00047651777872048586,0.00013604876215435438
0.991991991991992,0.8,2.966367733308772e-06,0.0001347669350865814
0.28928928928928926,0.8,0.1605902667222943,0.0019972134472663813
0.953953953953954,0.8,3.750562023315281e-05,0.00013486005846194727
0.31431431431431434,0.8,0.259623342641465,0.006297253119237035
0.6386386386386387,0.8,0.46058987363541715,0.019388286835355963
0.009009009009009009,0.8,3.3657137354749714e-06,0.00013476801145679933
0.3033033033033033,0.8,0.21470874474876117,0.003927135450462591
0.8948948948948949,0.8,0.0004765177787204864,0.00013604876215435438
0.3123123123123123,0.8,0.2513506037186799,0.005807799921390335
0.1041041041041041,0.8,0.0004582429309989877,0.00013599909229664877
0.2702702702702703,0.8,0.09783527243255905,0.0007874171749865124
0.8198198198198198,0.8,0.0067236227494617065,0.00015401590333144463
0.98998998998999,0.8,3.776080925193945e-06,0.00013476911754084115
0.7477477477477478,0.8,0.0569885987662703,0.0003947708697757956
0.6316316316316316,0.8,0.49108143200660986,0.019968208951555138
0.4544544544544544,0.8,0.8667231821309391,0.0013580018987197828
0.7897897897897898,0.8,0.016789273179481052,0.00018747311008537293
0.36536536536536535,0.8,0.4780035528748171,0.01980739593115561
0.5385385385385385,0.8,0.8952518206913118,0.0008791957044597776
0.11411411411411411,0.8,0.0006742587153188627,0.00013658725406750778
0.6196196196196196,0.8,0.5435241651321113,0.019256433535701972
0.7057057057057057,0.8,0.17939194750822457,0.002559832449927769
0.2552552552552553,0.8,0.06241310806794435,0.0004343461482078236
0.5325325325325325,0.8,0.9182653326225738,0.0006046016328534804
0.23623623623623624,0.8,0.0355317822397496,0.00026743406403091787
0.23123123123123124,0.8,0.030773986055913777,0.0002446984189617971
0.9129129129129129,0.8,0.00023164602801795654,0.0001353845706167457
0.4174174174174174,0.8,0.7060980104844403,0.008552336111479361
0.2902902902902903,0.8,0.16429381245166025,0.0020996263207362213
0.6486486486486487,0.8,0.4171910923722132,0.01743685326073816
0.27127127127127126,0.8,0.10069058295517248,0.0008242940653938416
0.7997997997997998,0.8,0.012474807573429959,0.0001724092976612074
0.036036036036036036,0.8,2.256784106429794e-05,0.00013481977670401683
0.9039039039039038,0.8,0.0003338027913294485,0.00013566130564678607
0.5455455455455456,0.8,0.866723182130939,0.0013580018987197854
0.13813813813813813,0.8,0.001633515443573166,0.0001392268328364818
0.22522522522522523,0.8,0.025914944790570275,0.00022326396278652506
0.34634634634634637,0.8,0.39557777171519404,0.016081221718039704
0.3053053053053053,0.8,0.2227562793437159,0.004299293301425816
0.8578578578578578,0.8,0.0018826146746674399,0.00013991973842804084
0.9469469469469469,0.8,5.2435539704345e-05,0.00013490032984800703
0.2012012012012012,0.8,0.012855232855524625,0.00017369259987135385
0.7087087087087087,0.8,0.16802704338937108,0.002206949830744624
0.6426426426426426,0.8,0.4432055341742238,0.018750493022148013
0.02002002002002002,0.8,8.757026581216895e-06,0.0001347825435943139
0.5995995995995996,0.8,0.6312915384556385,0.01416795766143911
0.5205205205205206,0.8,0.9571507512557905,0.00030605088074105456
0.13413413413413414,0.8,0.0014151663986604207,0.00013862200308744244
0.5135135135135135,0.8,0.9731163542804534,0.00022739892609856385
0.16816816816816815,1.0,0.004698242460204412,0.00014797020443275226
0.017017017017017015,1.0,7.631475587940696e-06,0.0001347795095856707
0.7287287287287287,1.0,0.11022308595729685,0.0009581139322801065
0.4804804804804805,1.0,0.9530387335685409,0.00032983933434058566
0.9319319319319319,1.0,0.00010842538344531747,0.00013505145109913119
0.4084084084084084,1.0,0.6669165941456736,0.011455950456479923
0.47847847847847846,1.0,0.9475483537281562,0.0003641249121588138
0.3063063063063063,1.0,0.23835675292246855,0.005086492510016471
0.6626626626626626,1.0,0.3658560744208242,0.013955035601621037
0.39539539539539537,1.0,0.6114369975111643,0.015601517501597245
0.26726726726726724,1.0,0.09828780621895221,0.0007931670220017887
0.5685685685685685,1.0,0.7649705778860323,0.00491132680645228
0.5625625625625625,1.0,0.7903915783154913,0.0037031614413262945
0.8158158158158159,1.0,0.007848324708116425,0.00015746797790160673
0.8998998998998999,1.0,0.0004071725745256584,0.0001358603728646645
0.8478478478478478,1.0,0.0027496927058946593,0.0001423558900994335
0.08008008008008008,1.0,0.0001809038734479258,0.00013524730283815845
0.13813813813813813,1.0,0.001687685222412433,0.00013937725080481183
0.12912912912912913,1.0,0.001221021087254949,0.00013808620394897112
0.4294294294294294,1.0,0.7564717814884763,0.005366504575571589
0.2702702702702703,1.0,0.10716149002202725,0.0009132828670218773
0.024024024024024024,1.0,1.2209881756238777e-05,0.00013479185141259848
0.4934934934934935,1.0,0.9770797285940813,0.00021090044633728547
0.4164164164164164,1.0,0.7010682667177808,0.008909902653911757
0.9419419419419419,1.0,6.951691924736145e-05,0.0001349464177734831
0.6576576576576576,1.0,0.3868051267156872,0.015478789799783808
0.7037037037037037,1.0,0.19891963038431243,0.003263318081597485
0.12212212212212212,1.0,0.000944087260571197,0.00013732515002816043
0.12712712712712712,1.0,0.0011350641854823602,0.00013784957698888227
0.08308308308308308,1.0,0.0002049548222776748,0.0001353123498918771
0.19519519519519518,1.0,0.011032148342613997,0.00016761947045180678
0.04204204204204204,1.0,3.2574186859520136e-05,0.00013484675898204205
0.5075075075075075,1.0,0.9760407256054784,0.00021511915928594584
0.29929929929929927,1.0,0.2106060530449354,0.003746249262815396
0.953953953953954,1.0,3.9639772232511814e-05,0.00013486581437797783
0.7487487487487487,1.0,0.05990870456763167,0.0004156653902466587
0.2962962962962963,1.0,0.19891963038431196,0.0032633180815974665
0.7897897897897898,1.0,0.017311618247867158,0.00018937441269272303
0.9049049049049049,1.0,0.00033390405167738085,0.00013566158020583685
0.7437437437437437,1.0,0.07020307591958967,0.0004971936726332517
0.2882882882882883,1.0,0.16856620460473043,0.0022227942130101795
0.4874874874874875,1.0,0.96872259295751,0.0002470202135612404
0.1871871871871872,1.0,0.008620257279308452,0.00015987728007549922
0.11811811811811812,1.0,0.000813249504789011,0.0001369669033336992
0.9209209209209209,1.0,0.0001734852622932347,0.00013522724449423535
0.968968968968969,1.0,1.8339452636243375e-05,0.00013480837624478662
0.013013013013013013,1.0,5.518134026354716e-06,0.00013477381307818074
0.6776776776776777,1.0,0.30350873490570734,0.009240129755766628
0.13113113113113112,1.0,0.0013129725052474213,0.00013833973736627572
0.22122122122122123,1.0,0.02394133518561537,0.00021504568751855855
